measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,1990,0.027419215099969377,0.028493318568471673,0.02626547125235036
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,1990,23.90472505469292,24.99709083107257,22.68277792125968
1,Deaths,1,Global,3,Both,27,Age-standardized,974,Diabetes and kidney diseases,3,Rate,1990,34.40860486751593,36.05078633928285,32.419838816737624
1,Deaths,1,Global,3,Both,22,All ages,973,Substance use disorders,1,Number,1991,184426.70742614588,192261.20406183103,173372.63601204695
1,Deaths,1,Global,3,Both,22,All ages,973,Substance use disorders,2,Percent,1991,0.003910721765552025,0.0040544875469104335,0.0037089123901248677
1,Deaths,1,Global,3,Both,22,All ages,973,Substance use disorders,3,Rate,1991,3.394721577690671,3.538930272573727,3.1912505334233763
1,Deaths,1,Global,3,Both,27,Age-standardized,973,Substance use disorders,3,Rate,1991,3.909260864980988,4.072577733238297,3.6762323002468222
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,1,Number,1991,1309352.4087783701,1368817.8571049115,1243200.7545080828
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,1991,0.027764064236305855,0.02883905018289928,0.026588426510945482
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,1991,24.101101933195572,25.19567572556237,22.88345590304451
1,Deaths,1,Global,3,Both,27,Age-standardized,974,Diabetes and kidney diseases,3,Rate,1991,34.39937860865309,36.04245651150407,32.4491281669973
1,Deaths,1,Global,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,1,Number,1992,648674.6506121918,862757.590353801,487719.05251639645
1,Deaths,1,Global,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,2,Percent,1992,0.01365015033363727,0.01819417076566021,0.010095825296694113
1,Deaths,1,Global,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,3,Rate,1992,11.7630671028919,15.645247458465029,8.84429804169906
1,Deaths,1,Global,3,Both,27,Age-standardized,955,HIV/AIDS and sexually transmitted infections,3,Rate,1992,11.650602084687915,15.383863143542579,8.710809883211944
1,Deaths,1,Global,3,Both,22,All ages,956,Respiratory infections and tuberculosis,1,Number,1992,5104882.831495398,5498754.024093677,4738394.557228157
1,Deaths,1,Global,3,Both,22,All ages,956,Respiratory infections and tuberculosis,2,Percent,1992,0.10743435798711268,0.11488201888979041,0.10022640909106775
1,Deaths,1,Global,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,1992,92.57195304704658,99.71441385395045,85.92605412289406
1,Deaths,1,Global,3,Both,27,Age-standardized,956,Respiratory infections and tuberculosis,3,Rate,1992,104.73024258173659,111.50685975100605,98.13466143591533
1,Deaths,1,Global,3,Both,22,All ages,957,Enteric infections,1,Number,1992,3141113.5504149953,3886020.822706567,2451013.578228657
1,Deaths,1,Global,3,Both,22,All ages,957,Enteric infections,2,Percent,1992,0.06610841507662112,0.08222672265182841,0.051620041784199204
1,Deaths,1,Global,3,Both,22,All ages,957,Enteric infections,3,Rate,1992,56.96095791081648,70.46910752191708,44.44668396335973
1,Deaths,1,Global,3,Both,27,Age-standardized,957,Enteric infections,3,Rate,1992,61.29206070582434,78.84879419399805,45.94569444996798
1,Deaths,1,Global,3,Both,22,All ages,961,Other infectious diseases,1,Number,1992,2072749.0758302782,2910537.2769547757,1541944.6418998188
1,Deaths,1,Global,3,Both,22,All ages,961,Other infectious diseases,2,Percent,1992,0.043619407799269344,0.06146052467249131,0.032294225916886195
1,Deaths,1,Global,3,Both,22,All ages,961,Other infectious diseases,3,Rate,1992,37.58723490032818,52.77968741645139,27.961626486397016
1,Deaths,1,Global,3,Both,27,Age-standardized,961,Other infectious diseases,3,Rate,1992,34.56531428032064,47.60075319819912,26.241364371471782
1,Deaths,1,Global,3,Both,22,All ages,962,Maternal and neonatal disorders,1,Number,1992,3251186.9995147046,3492721.031670101,3026921.7466241037
1,Deaths,1,Global,3,Both,22,All ages,962,Maternal and neonatal disorders,2,Percent,1992,0.06841756557530335,0.07254922679698023,0.06480643893836051
1,Deaths,1,Global,3,Both,22,All ages,962,Maternal and neonatal disorders,3,Rate,1992,58.95703000456125,63.33700851180609,54.89020356682469
1,Deaths,1,Global,3,Both,27,Age-standardized,962,Maternal and neonatal disorders,3,Rate,1992,50.64632767623878,54.41431624238417,47.17096389131167
1,Deaths,1,Global,3,Both,22,All ages,410,Neoplasms,1,Number,1991,5870801.803681252,6101828.222573951,5602206.430745761
1,Deaths,1,Global,3,Both,22,All ages,410,Neoplasms,2,Percent,1991,0.12448563320097575,0.12848050711599246,0.11994164657569915
1,Deaths,1,Global,3,Both,22,All ages,410,Neoplasms,3,Rate,1991,108.06318585545938,112.3156630599645,103.11918115626395
1,Deaths,1,Global,3,Both,27,Age-standardized,410,Neoplasms,3,Rate,1991,147.54433108936465,153.19884508490588,140.49047927035943
1,Deaths,1,Global,3,Both,22,All ages,542,Neurological disorders,1,Number,1991,901709.2859804896,1912278.9154332692,462726.83529413096
1,Deaths,1,Global,3,Both,22,All ages,542,Neurological disorders,2,Percent,1991,0.0191284623430297,0.04051591972168925,0.009768285435377144
1,Deaths,1,Global,3,Both,22,All ages,542,Neurological disorders,3,Rate,1991,16.59766100388588,35.19910205729729,8.517360605044374
1,Deaths,1,Global,3,Both,27,Age-standardized,542,Neurological disorders,3,Rate,1991,30.350945092750077,67.44824484203106,13.671380259850554
1,Deaths,1,Global,3,Both,22,All ages,626,Musculoskeletal disorders,1,Number,1992,56627.79586914054,69465.33629285784,45088.468105556
1,Deaths,1,Global,3,Both,22,All ages,626,Musculoskeletal disorders,2,Percent,1992,0.001191928197691492,0.0014505016105491118,0.0009473005114914394
1,Deaths,1,Global,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,1992,1.0268885366013798,1.2596845142116628,0.8176343493486411
1,Deaths,1,Global,3,Both,27,Age-standardized,626,Musculoskeletal disorders,3,Rate,1992,1.470649783956026,1.7602936521279389,1.1312761835331198
1,Deaths,1,Global,3,Both,22,All ages,640,Other non-communicable diseases,1,Number,1992,1242754.2667541113,1626773.73496153,942050.175959492
1,Deaths,1,Global,3,Both,22,All ages,640,Other non-communicable diseases,2,Percent,1992,0.02615423718211553,0.03441470123814223,0.019930286593028253
1,Deaths,1,Global,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,1992,22.53610776748779,29.49991738927205,17.083139326694006
1,Deaths,1,Global,3,Both,27,Age-standardized,640,Other non-communicable diseases,3,Rate,1992,21.78199964329627,27.75027174637277,17.138548084418254
1,Deaths,1,Global,3,Both,22,All ages,558,Mental disorders,1,Number,1991,183.54221148701953,220.36230958575533,165.5978947541305
1,Deaths,1,Global,3,Both,22,All ages,558,Mental disorders,2,Percent,1991,3.8922471401615555e-06,4.662009249080326e-06,3.487340338020763e-06
1,Deaths,1,Global,3,Both,22,All ages,558,Mental disorders,3,Rate,1991,0.0033784407608185465,0.004056184148708936,0.0030481417490311807
1,Deaths,1,Global,3,Both,27,Age-standardized,558,Mental disorders,3,Rate,1991,0.0033992725182348227,0.0040680178361307785,0.0030762172991480484
1,Deaths,1,Global,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,1991,1228355.077809156,1279958.7566505244,1144070.1084142036
1,Deaths,1,Global,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,1991,0.026046386020331082,0.026977826203715423,0.024212707229116334
1,Deaths,1,Global,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,1991,22.61019320845651,23.56005629767942,21.058769294462785
1,Deaths,1,Global,3,Both,27,Age-standardized,717,Self-harm and interpersonal violence,3,Rate,1991,24.20465141812215,25.24295954671745,22.553170379980926
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,1,Number,1991,729478.5303826139,970291.2741469523,542845.0535797905
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,2,Percent,1991,0.0154648726281364,0.020484795402846097,0.011628270259146489
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,1991,13.427428934302299,17.860041915624734,9.992087601888764
1,Deaths,1,Global,3,Both,27,Age-standardized,386,Nutritional deficiencies,3,Rate,1991,13.556577676086768,17.709832513327015,10.173495118286233
1,Deaths,1,Global,3,Both,22,All ages,526,Digestive diseases,1,Number,1991,1878516.362190137,1959471.0847274996,1776976.2632453933
1,Deaths,1,Global,3,Both,22,All ages,526,Digestive diseases,2,Percent,1991,0.039832126003773644,0.041284653087749174,0.03802801015425135
1,Deaths,1,Global,3,Both,22,All ages,526,Digestive diseases,3,Rate,1991,34.57763855229875,36.067762988444194,32.70860141717232
1,Deaths,1,Global,3,Both,27,Age-standardized,526,Digestive diseases,3,Rate,1991,46.2010235722464,48.367132996886305,43.73699789177696
1,Deaths,1,Global,3,Both,22,All ages,696,Unintentional injuries,1,Number,1991,1862706.223829487,1968938.3570071724,1733789.3538714694
1,Deaths,1,Global,3,Both,22,All ages,696,Unintentional injuries,2,Percent,1991,0.03949563291972029,0.041353418404270835,0.03676536887795871
1,Deaths,1,Global,3,Both,22,All ages,696,Unintentional injuries,3,Rate,1991,34.28662312081266,36.24202600022923,31.91366485309501
1,Deaths,1,Global,3,Both,27,Age-standardized,696,Unintentional injuries,3,Rate,1991,38.1597249772859,40.10846931150484,35.6967733036251
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,1,Number,1992,700995.5912889105,922311.7523103611,531388.3504593754
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,2,Percent,1992,0.014750604648178185,0.019419696525797222,0.011229204843516607
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,1992,12.71185512086952,16.725202722155952,9.636197157156474
1,Deaths,1,Global,3,Both,27,Age-standardized,386,Nutritional deficiencies,3,Rate,1992,12.965945540518788,16.733243982197685,9.8893044186308
1,Deaths,1,Global,3,Both,22,All ages,626,Musculoskeletal disorders,1,Number,1991,55667.60349722897,68207.18099505882,44352.93945278632
1,Deaths,1,Global,3,Both,22,All ages,626,Musculoskeletal disorders,2,Percent,1991,0.0011804219580315712,0.0014418663095573314,0.0009403611346483514
1,Deaths,1,Global,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,1991,1.0246672914553168,1.25548187845896,0.816399548068035
1,Deaths,1,Global,3,Both,27,Age-standardized,626,Musculoskeletal disorders,3,Rate,1991,1.4806104364138941,1.8046669996404945,1.157925698721504
1,Deaths,1,Global,3,Both,22,All ages,640,Other non-communicable diseases,1,Number,1991,1254920.601782762,1658233.4867396608,937198.3742656913
1,Deaths,1,Global,3,Both,22,All ages,640,Other non-communicable diseases,2,Percent,1991,0.026607328166926587,0.03532281204642476,0.020099271994170706
1,Deaths,1,Global,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,1991,23.0991818083965,30.52291653874802,17.25090464443932
1,Deaths,1,Global,3,Both,27,Age-standardized,640,Other non-communicable diseases,3,Rate,1991,22.033661220362514,28.241809485311045,17.15412321503416
1,Deaths,1,Global,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,1,Number,1991,538594.5705910334,716681.6933579842,403850.3816696319
1,Deaths,1,Global,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,2,Percent,1991,0.011419648337786867,0.015144379687418545,0.00850334230937948
1,Deaths,1,Global,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,3,Rate,1991,9.913849441489363,13.191879000239195,7.433628371647383
1,Deaths,1,Global,3,Both,27,Age-standardized,955,HIV/AIDS and sexually transmitted infections,3,Rate,1991,9.75000682761079,12.92449042964913,7.339040516877502
1,Deaths,1,Global,3,Both,22,All ages,956,Respiratory infections and tuberculosis,1,Number,1991,5108668.052179043,5523255.108519498,4716680.824739953
1,Deaths,1,Global,3,Both,22,All ages,956,Respiratory infections and tuberculosis,2,Percent,1991,0.10831726417806481,0.11617899287284171,0.10084302446409132
1,Deaths,1,Global,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,1991,94.03467595351383,101.66593308341615,86.81941132217241
1,Deaths,1,Global,3,Both,27,Age-standardized,956,Respiratory infections and tuberculosis,3,Rate,1991,105.79448791841382,112.81858719797786,98.75613541090053
1,Deaths,1,Global,3,Both,22,All ages,957,Enteric infections,1,Number,1991,3173563.1947987727,3902031.159127794,2501353.6340996446
1,Deaths,1,Global,3,Both,22,All ages,957,Enteric infections,2,Percent,1991,0.0672902160020864,0.08302025068484029,0.052818687286395244
1,Deaths,1,Global,3,Both,22,All ages,957,Enteric infections,3,Rate,1991,58.41541936035767,71.82424691942704,46.04213388407109
1,Deaths,1,Global,3,Both,27,Age-standardized,957,Enteric infections,3,Rate,1991,62.35276644684717,79.77778109976074,47.28657438161026
1,Deaths,1,Global,3,Both,22,All ages,961,Other infectious diseases,1,Number,1991,2121337.6047622403,3000596.9113236284,1560546.805029394
1,Deaths,1,Global,3,Both,22,All ages,961,Other infectious diseases,2,Percent,1991,0.04497619295145817,0.06328114255359732,0.033233236439980315
1,Deaths,1,Global,3,Both,22,All ages,961,Other infectious diseases,3,Rate,1991,39.047221744371306,55.2316485121948,28.724808819519556
